#    L    TT             EE             BB             TE          
   395   0.176829E+04   0.216494E+02   0.434894E-01   0.881450E+01
   396   0.176206E+04   0.216472E+02   0.436236E-01   0.689859E+01
   397   0.175625E+04   0.216410E+02   0.437585E-01   0.498935E+01
   398   0.175085E+04   0.216308E+02   0.438941E-01   0.308752E+01
   399   0.174587E+04   0.216166E+02   0.440304E-01   0.119387E+01
   400   0.174130E+04   0.215985E+02   0.441674E-01  -0.690850E+00
   401   0.173715E+04   0.215764E+02   0.443053E-01  -0.256590E+01
   402   0.173340E+04   0.215504E+02   0.444439E-01  -0.443051E+01
   403   0.173006E+04   0.215205E+02   0.445832E-01  -0.628395E+01
   404   0.172712E+04   0.214866E+02   0.447234E-01  -0.812544E+01
   405   0.172457E+04   0.214488E+02   0.448644E-01  -0.995423E+01
   406   0.172242E+04   0.214073E+02   0.450062E-01  -0.117697E+02
   407   0.172065E+04   0.213618E+02   0.451489E-01  -0.135708E+02
   408   0.171927E+04   0.213124E+02   0.452924E-01  -0.153571E+02
   409   0.171826E+04   0.212594E+02   0.454368E-01  -0.171276E+02
   410   0.171764E+04   0.212025E+02   0.455821E-01  -0.188817E+02
   411   0.171736E+04   0.211418E+02   0.457282E-01  -0.206188E+02
   412   0.171746E+04   0.210774E+02   0.458753E-01  -0.223381E+02
   413   0.171792E+04   0.210093E+02   0.460232E-01  -0.240391E+02
   414   0.171873E+04   0.209376E+02   0.461721E-01  -0.257211E+02
   415   0.171989E+04   0.208623E+02   0.463219E-01  -0.273835E+02
   416   0.172139E+04   0.207833E+02   0.464727E-01  -0.290258E+02
   417   0.172323E+04   0.207009E+02   0.466244E-01  -0.306471E+02
   418   0.172541E+04   0.206150E+02   0.467771E-01  -0.322470E+02
   419   0.172792E+04   0.205255E+02   0.469307E-01  -0.338247E+02
   420   0.173076E+04   0.204326E+02   0.470853E-01  -0.353796E+02
   421   0.173391E+04   0.203364E+02   0.472409E-01  -0.369111E+02
   422   0.173738E+04   0.202367E+02   0.473974E-01  -0.384185E+02
   423   0.174116E+04   0.201336E+02   0.475550E-01  -0.399013E+02
   424   0.174525E+04   0.200273E+02   0.477135E-01  -0.413587E+02
   425   0.174963E+04   0.199177E+02   0.478730E-01  -0.427904E+02
   426   0.175431E+04   0.198049E+02   0.480335E-01  -0.441959E+02
   427   0.175927E+04   0.196891E+02   0.481951E-01  -0.455748E+02
   428   0.176451E+04   0.195703E+02   0.483576E-01  -0.469267E+02
   429   0.177001E+04   0.194485E+02   0.485211E-01  -0.482511E+02
   430   0.177577E+04   0.193238E+02   0.486857E-01  -0.495476E+02
   431   0.178179E+04   0.191964E+02   0.488512E-01  -0.508158E+02
   432   0.178806E+04   0.190663E+02   0.490178E-01  -0.520552E+02
   433   0.179458E+04   0.189335E+02   0.491853E-01  -0.532655E+02
   434   0.180133E+04   0.187982E+02   0.493539E-01  -0.544461E+02
   435   0.180831E+04   0.186603E+02   0.495235E-01  -0.555966E+02
   436   0.181553E+04   0.185199E+02   0.496941E-01  -0.567167E+02
   437   0.182297E+04   0.183771E+02   0.498656E-01  -0.578058E+02
   438   0.183062E+04   0.182320E+02   0.500382E-01  -0.588636E+02
   439   0.183849E+04   0.180846E+02   0.502118E-01  -0.598896E+02
   440   0.184656E+04   0.179349E+02   0.503863E-01  -0.608837E+02
   441   0.185483E+04   0.177832E+02   0.505619E-01  -0.618454E+02
   442   0.186327E+04   0.176293E+02   0.507384E-01  -0.627746E+02
   443   0.187190E+04   0.174736E+02   0.509159E-01  -0.636707E+02
   444   0.188069E+04   0.173159E+02   0.510943E-01  -0.645335E+02
   445   0.188963E+04   0.171564E+02   0.512737E-01  -0.653629E+02
   446   0.189873E+04   0.169953E+02   0.514540E-01  -0.661584E+02
   447   0.190797E+04   0.168325E+02   0.516353E-01  -0.669201E+02
   448   0.191736E+04   0.166683E+02   0.518175E-01  -0.676479E+02
   449   0.192688E+04   0.165026E+02   0.520007E-01  -0.683415E+02
   450   0.193654E+04   0.163355E+02   0.521847E-01  -0.690009E+02
   451   0.194632E+04   0.161671E+02   0.523697E-01  -0.696259E+02
   452   0.195623E+04   0.159976E+02   0.525555E-01  -0.702164E+02
   453   0.196625E+04   0.158270E+02   0.527422E-01  -0.707722E+02
   454   0.197637E+04   0.156555E+02   0.529297E-01  -0.712932E+02
   455   0.198658E+04   0.154830E+02   0.531182E-01  -0.717791E+02
   456   0.199688E+04   0.153097E+02   0.533074E-01  -0.722297E+02
   457   0.200726E+04   0.151356E+02   0.534975E-01  -0.726450E+02
   458   0.201770E+04   0.149609E+02   0.536883E-01  -0.730247E+02
   459   0.202819E+04   0.147856E+02   0.538800E-01  -0.733688E+02
   460   0.203875E+04   0.146099E+02   0.540724E-01  -0.736774E+02
   461   0.204933E+04   0.144337E+02   0.542656E-01  -0.739498E+02
   462   0.205998E+04   0.142574E+02   0.544596E-01  -0.741882E+02
   463   0.207065E+04   0.140809E+02   0.546542E-01  -0.743911E+02
   464   0.208137E+04   0.139044E+02   0.548496E-01  -0.745592E+02
   465   0.209211E+04   0.137280E+02   0.550456E-01  -0.746926E+02
   466   0.210288E+04   0.135518E+02   0.552424E-01  -0.747920E+02
   467   0.211367E+04   0.133759E+02   0.554397E-01  -0.748567E+02
   468   0.212447E+04   0.132004E+02   0.556377E-01  -0.748874E+02
   469   0.213527E+04   0.130253E+02   0.558363E-01  -0.748840E+02
   470   0.214607E+04   0.128508E+02   0.560355E-01  -0.748467E+02
   471   0.215684E+04   0.126769E+02   0.562353E-01  -0.747747E+02
   472   0.216759E+04   0.125039E+02   0.564356E-01  -0.746695E+02
   473   0.217830E+04   0.123317E+02   0.566365E-01  -0.745297E+02
   474   0.218897E+04   0.121603E+02   0.568378E-01  -0.743573E+02
   475   0.219960E+04   0.119901E+02   0.570396E-01  -0.741510E+02
   476   0.221018E+04   0.118211E+02   0.572419E-01  -0.739115E+02
   477   0.222070E+04   0.116532E+02   0.574446E-01  -0.736396E+02
   478   0.223117E+04   0.114867E+02   0.576478E-01  -0.733352E+02
   479   0.224159E+04   0.113217E+02   0.578513E-01  -0.729994E+02
   480   0.225193E+04   0.111583E+02   0.580551E-01  -0.726315E+02
   481   0.226222E+04   0.109965E+02   0.582593E-01  -0.722324E+02
   482   0.227242E+04   0.108364E+02   0.584639E-01  -0.718023E+02
   483   0.228253E+04   0.106782E+02   0.586687E-01  -0.713416E+02
   484   0.229255E+04   0.105220E+02   0.588737E-01  -0.708506E+02
   485   0.230247E+04   0.103678E+02   0.590790E-01  -0.703297E+02
   486   0.231227E+04   0.102158E+02   0.592845E-01  -0.697793E+02
   487   0.232197E+04   0.100659E+02   0.594902E-01  -0.691997E+02
   488   0.233154E+04   0.991842E+01   0.596961E-01  -0.685914E+02
   489   0.234099E+04   0.977329E+01   0.599021E-01  -0.679549E+02
   490   0.235031E+04   0.963070E+01   0.601081E-01  -0.672907E+02
   491   0.235951E+04   0.949073E+01   0.603143E-01  -0.665993E+02
   492   0.236857E+04   0.935338E+01   0.605205E-01  -0.658811E+02
   493   0.237750E+04   0.921880E+01   0.607267E-01  -0.651369E+02
   494   0.238629E+04   0.908712E+01   0.609329E-01  -0.643667E+02
   495   0.239494E+04   0.895843E+01   0.611391E-01  -0.635715E+02
   496   0.240344E+04   0.883271E+01   0.613452E-01  -0.627515E+02
   497   0.241178E+04   0.871012E+01   0.615512E-01  -0.619074E+02
   498   0.241997E+04   0.859072E+01   0.617571E-01  -0.610397E+02
   499   0.242799E+04   0.847458E+01   0.619629E-01  -0.601490E+02
   500   0.243583E+04   0.836186E+01   0.621684E-01  -0.592356E+02
   501   0.244350E+04   0.825254E+01   0.623738E-01  -0.583003E+02
   502   0.245098E+04   0.814678E+01   0.625789E-01  -0.573437E+02
   503   0.245828E+04   0.804457E+01   0.627838E-01  -0.563663E+02
   504   0.246539E+04   0.794611E+01   0.629884E-01  -0.553689E+02
   505   0.247232E+04   0.785136E+01   0.631926E-01  -0.543522E+02
   506   0.247905E+04   0.776044E+01   0.633965E-01  -0.533168E+02
   507   0.248560E+04   0.767343E+01   0.636001E-01  -0.522634E+02
   508   0.249196E+04   0.759042E+01   0.638032E-01  -0.511926E+02
   509   0.249811E+04   0.751146E+01   0.640059E-01  -0.501051E+02
   510   0.250408E+04   0.743660E+01   0.642081E-01  -0.490017E+02
   511   0.250983E+04   0.736591E+01   0.644098E-01  -0.478829E+02
   512   0.251539E+04   0.729945E+01   0.646110E-01  -0.467494E+02
   513   0.252075E+04   0.723728E+01   0.648117E-01  -0.456020E+02
   514   0.252589E+04   0.717946E+01   0.650118E-01  -0.444412E+02
   515   0.253083E+04   0.712603E+01   0.652113E-01  -0.432678E+02
   516   0.253556E+04   0.707707E+01   0.654102E-01  -0.420826E+02
   517   0.254007E+04   0.703261E+01   0.656084E-01  -0.408861E+02
   518   0.254436E+04   0.699272E+01   0.658059E-01  -0.396791E+02
   519   0.254844E+04   0.695743E+01   0.660027E-01  -0.384623E+02
   520   0.255228E+04   0.692680E+01   0.661988E-01  -0.372365E+02
   521   0.255591E+04   0.690089E+01   0.663941E-01  -0.360023E+02
   522   0.255930E+04   0.687972E+01   0.665886E-01  -0.347605E+02
   523   0.256246E+04   0.686335E+01   0.667823E-01  -0.335117E+02
   524   0.256540E+04   0.685180E+01   0.669751E-01  -0.322567E+02
   525   0.256810E+04   0.684511E+01   0.671671E-01  -0.309963E+02
   526   0.257057E+04   0.684330E+01   0.673582E-01  -0.297310E+02
   527   0.257282E+04   0.684641E+01   0.675483E-01  -0.284616E+02
   528   0.257484E+04   0.685446E+01   0.677375E-01  -0.271890E+02
   529   0.257663E+04   0.686750E+01   0.679258E-01  -0.259136E+02
   530   0.257820E+04   0.688552E+01   0.681130E-01  -0.246365E+02
   531   0.257954E+04   0.690857E+01   0.682993E-01  -0.233582E+02
   532   0.258065E+04   0.693666E+01   0.684845E-01  -0.220797E+02
   533   0.258153E+04   0.696980E+01   0.686686E-01  -0.208016E+02
   534   0.258218E+04   0.700802E+01   0.688516E-01  -0.195248E+02
   535   0.258260E+04   0.705134E+01   0.690336E-01  -0.182499E+02
   536   0.258279E+04   0.709976E+01   0.692144E-01  -0.169778E+02
   537   0.258275E+04   0.715331E+01   0.693940E-01  -0.157092E+02
   538   0.258249E+04   0.721198E+01   0.695725E-01  -0.144447E+02
   539   0.258201E+04   0.727577E+01   0.697498E-01  -0.131853E+02
   540   0.258129E+04   0.734468E+01   0.699259E-01  -0.119315E+02
   541   0.258035E+04   0.741874E+01   0.701007E-01  -0.106841E+02
   542   0.257920E+04   0.749792E+01   0.702743E-01  -0.944381E+01
   543   0.257781E+04   0.758224E+01   0.704467E-01  -0.821130E+01
   544   0.257622E+04   0.767168E+01   0.706177E-01  -0.698730E+01
   545   0.257440E+04   0.776622E+01   0.707874E-01  -0.577245E+01
   546   0.257237E+04   0.786587E+01   0.709558E-01  -0.456741E+01
   547   0.257012E+04   0.797058E+01   0.711229E-01  -0.337287E+01
   548   0.256765E+04   0.808030E+01   0.712886E-01  -0.218947E+01
   549   0.256498E+04   0.819517E+01   0.714529E-01  -0.101788E+01
   550   0.256209E+04   0.831496E+01   0.716159E-01   0.141228E+00
   551   0.255899E+04   0.843981E+01   0.717774E-01   0.128718E+01
   552   0.255569E+04   0.856960E+01   0.719376E-01   0.241929E+01
   553   0.255218E+04   0.870430E+01   0.720963E-01   0.353686E+01
   554   0.254848E+04   0.884393E+01   0.722536E-01   0.463922E+01
   555   0.254459E+04   0.898841E+01   0.724094E-01   0.572567E+01
   556   0.254049E+04   0.913773E+01   0.725637E-01   0.679551E+01
   557   0.253621E+04   0.929184E+01   0.727166E-01   0.784813E+01
   558   0.253174E+04   0.945071E+01   0.728680E-01   0.888280E+01
   559   0.252709E+04   0.961428E+01   0.730179E-01   0.989903E+01
   560   0.252225E+04   0.978255E+01   0.731663E-01   0.108962E+02
   561   0.251724E+04   0.995538E+01   0.733132E-01   0.118736E+02
   562   0.251204E+04   0.101328E+02   0.734585E-01   0.128308E+02
   563   0.250668E+04   0.103148E+02   0.736023E-01   0.137672E+02
   564   0.250115E+04   0.105012E+02   0.737446E-01   0.146820E+02
   565   0.249544E+04   0.106920E+02   0.738854E-01   0.155750E+02
   566   0.248957E+04   0.108872E+02   0.740246E-01   0.164455E+02
   567   0.248354E+04   0.110866E+02   0.741622E-01   0.172930E+02
   568   0.247735E+04   0.112903E+02   0.742983E-01   0.181169E+02
   569   0.247100E+04   0.114982E+02   0.744329E-01   0.189169E+02
   570   0.246449E+04   0.117101E+02   0.745659E-01   0.196924E+02
   571   0.245784E+04   0.119260E+02   0.746973E-01   0.204428E+02
   572   0.245104E+04   0.121458E+02   0.748271E-01   0.211679E+02
   573   0.244411E+04   0.123696E+02   0.749554E-01   0.218671E+02
   574   0.243703E+04   0.125971E+02   0.750821E-01   0.225402E+02
   575   0.242983E+04   0.128284E+02   0.752072E-01   0.231867E+02
   576   0.242249E+04   0.130633E+02   0.753308E-01   0.238062E+02
   577   0.241504E+04   0.133018E+02   0.754528E-01   0.243984E+02
   578   0.240747E+04   0.135437E+02   0.755733E-01   0.249627E+02
   579   0.239979E+04   0.137890E+02   0.756922E-01   0.254991E+02
   580   0.239200E+04   0.140377E+02   0.758095E-01   0.260070E+02
   581   0.238412E+04   0.142896E+02   0.759253E-01   0.264861E+02
   582   0.237613E+04   0.145445E+02   0.760395E-01   0.269361E+02
   583   0.236804E+04   0.148025E+02   0.761522E-01   0.273566E+02
   584   0.235987E+04   0.150636E+02   0.762634E-01   0.277472E+02
   585   0.235162E+04   0.153274E+02   0.763730E-01   0.281077E+02
   586   0.234328E+04   0.155940E+02   0.764811E-01   0.284377E+02
   587   0.233486E+04   0.158633E+02   0.765877E-01   0.287370E+02
   588   0.232638E+04   0.161351E+02   0.766928E-01   0.290056E+02
   589   0.231782E+04   0.164094E+02   0.767964E-01   0.292430E+02
   590   0.230920E+04   0.166861E+02   0.768985E-01   0.294490E+02
   591   0.230053E+04   0.169650E+02   0.769992E-01   0.296236E+02
   592   0.229180E+04   0.172461E+02   0.770984E-01   0.297664E+02
   593   0.228303E+04   0.175292E+02   0.771961E-01   0.298772E+02
   594   0.227420E+04   0.178143E+02   0.772924E-01   0.299561E+02
   595   0.226534E+04   0.181012E+02   0.773872E-01   0.300028E+02
   596   0.225644E+04   0.183899E+02   0.774807E-01   0.300173E+02
   597   0.224751E+04   0.186801E+02   0.775727E-01   0.299992E+02
   598   0.223856E+04   0.189719E+02   0.776634E-01   0.299488E+02
   599   0.222958E+04   0.192651E+02   0.777527E-01   0.298656E+02
   600   0.222058E+04   0.195595E+02   0.778406E-01   0.297499E+02
   601   0.221157E+04   0.198552E+02   0.779272E-01   0.296015E+02
   602   0.220255E+04   0.201518E+02   0.780125E-01   0.294206E+02
   603   0.219353E+04   0.204495E+02   0.780964E-01   0.292070E+02
   604   0.218451E+04   0.207479E+02   0.781791E-01   0.289607E+02
   605   0.217548E+04   0.210471E+02   0.782605E-01   0.286819E+02
   606   0.216647E+04   0.213468E+02   0.783407E-01   0.283706E+02
   607   0.215747E+04   0.216471E+02   0.784196E-01   0.280266E+02
   608   0.214849E+04   0.219478E+02   0.784974E-01   0.276502E+02
   609   0.213954E+04   0.222486E+02   0.785739E-01   0.272415E+02
   610   0.213061E+04   0.225496E+02   0.786493E-01   0.268005E+02
   611   0.212172E+04   0.228505E+02   0.787235E-01   0.263272E+02
   612   0.211285E+04   0.231513E+02   0.787966E-01   0.258218E+02
   613   0.210403E+04   0.234518E+02   0.788686E-01   0.252844E+02
   614   0.209526E+04   0.237520E+02   0.789395E-01   0.247151E+02
   615   0.208652E+04   0.240516E+02   0.790093E-01   0.241143E+02
   616   0.207785E+04   0.243507E+02   0.790781E-01   0.234823E+02
   617   0.206924E+04   0.246490E+02   0.791459E-01   0.228191E+02
   618   0.206069E+04   0.249466E+02   0.792127E-01   0.221252E+02
   619   0.205220E+04   0.252432E+02   0.792786E-01   0.214008E+02
   620   0.204379E+04   0.255389E+02   0.793435E-01   0.206462E+02
   621   0.203546E+04   0.258334E+02   0.794075E-01   0.198615E+02
   622   0.202721E+04   0.261266E+02   0.794706E-01   0.190472E+02
   623   0.201903E+04   0.264184E+02   0.795328E-01   0.182035E+02
   624   0.201095E+04   0.267087E+02   0.795942E-01   0.173306E+02
   625   0.200296E+04   0.269975E+02   0.796548E-01   0.164289E+02
   626   0.199507E+04   0.272844E+02   0.797146E-01   0.154986E+02
   627   0.198727E+04   0.275694E+02   0.797736E-01   0.145401E+02
   628   0.197958E+04   0.278525E+02   0.798320E-01   0.135536E+02
   629   0.197200E+04   0.281334E+02   0.798896E-01   0.125397E+02
   630   0.196452E+04   0.284122E+02   0.799465E-01   0.114987E+02
   631   0.195716E+04   0.286886E+02   0.800028E-01   0.104310E+02
   632   0.194991E+04   0.289626E+02   0.800585E-01   0.933713E+01
   633   0.194279E+04   0.292340E+02   0.801135E-01   0.821736E+01
   634   0.193579E+04   0.295027E+02   0.801680E-01   0.707219E+01
   635   0.192891E+04   0.297687E+02   0.802220E-01   0.590211E+01
   636   0.192217E+04   0.300317E+02   0.802755E-01   0.470757E+01
   637   0.191556E+04   0.302919E+02   0.803285E-01   0.348906E+01
   638   0.190909E+04   0.305488E+02   0.803810E-01   0.224708E+01
   639   0.190276E+04   0.308027E+02   0.804331E-01   0.982122E+00
   640   0.189657E+04   0.310532E+02   0.804849E-01  -0.305331E+00
   641   0.189052E+04   0.313003E+02   0.805362E-01  -0.161477E+01
   642   0.188462E+04   0.315439E+02   0.805873E-01  -0.294564E+01
   643   0.187888E+04   0.317839E+02   0.806380E-01  -0.429737E+01
   644   0.187328E+04   0.320202E+02   0.806884E-01  -0.566937E+01
   645   0.186784E+04   0.322526E+02   0.807387E-01  -0.706109E+01
   646   0.186257E+04   0.324811E+02   0.807886E-01  -0.847195E+01
   647   0.185745E+04   0.327056E+02   0.808385E-01  -0.990132E+01
   648   0.185249E+04   0.329259E+02   0.808881E-01  -0.113487E+02
   649   0.184769E+04   0.331419E+02   0.809376E-01  -0.128134E+02
   650   0.184307E+04   0.333537E+02   0.809870E-01  -0.142949E+02
   651   0.183861E+04   0.335612E+02   0.810364E-01  -0.157924E+02
   652   0.183432E+04   0.337642E+02   0.810857E-01  -0.173054E+02
   653   0.183021E+04   0.339628E+02   0.811349E-01  -0.188332E+02
   654   0.182627E+04   0.341569E+02   0.811842E-01  -0.203752E+02
   655   0.182252E+04   0.343462E+02   0.812336E-01  -0.219307E+02
   656   0.181893E+04   0.345310E+02   0.812830E-01  -0.234991E+02
   657   0.181552E+04   0.347111E+02   0.813325E-01  -0.250798E+02
   658   0.181230E+04   0.348863E+02   0.813821E-01  -0.266720E+02
   659   0.180926E+04   0.350565E+02   0.814319E-01  -0.282750E+02
   660   0.180640E+04   0.352219E+02   0.814819E-01  -0.298883E+02
   661   0.180373E+04   0.353821E+02   0.815321E-01  -0.315110E+02
   662   0.180124E+04   0.355372E+02   0.815825E-01  -0.331426E+02
   663   0.179894E+04   0.356871E+02   0.816332E-01  -0.347823E+02
   664   0.179682E+04   0.358317E+02   0.816841E-01  -0.364294E+02
   665   0.179490E+04   0.359710E+02   0.817354E-01  -0.380832E+02
   666   0.179315E+04   0.361050E+02   0.817871E-01  -0.397430E+02
   667   0.179160E+04   0.362336E+02   0.818391E-01  -0.414082E+02
   668   0.179024E+04   0.363567E+02   0.818914E-01  -0.430779E+02
   669   0.178906E+04   0.364742E+02   0.819443E-01  -0.447515E+02
   670   0.178808E+04   0.365862E+02   0.819975E-01  -0.464284E+02
   671   0.178728E+04   0.366927E+02   0.820512E-01  -0.481077E+02
   672   0.178668E+04   0.367934E+02   0.821054E-01  -0.497888E+02
   673   0.178626E+04   0.368886E+02   0.821602E-01  -0.514709E+02
